invoice_credit_ratio,prev_late_rate,amount_vs_industry_median,daily_obligation,is_high_utilisation,is_repeat_offender,is_clean_record,is_first_time_client,is_long_term_client,is_high_risk_industry,is_mega_invoice,is_Q4_due,is_dashain_season,is_vat_filing_month,invoice_quarter,due_quarter,days_to_fy_end,due_on_weekend,industry_target_enc,tenure_band,amount_band_ord,utilisation_x_history,risk_x_amount,q4_x_late_history,manual_risk_score,client_total_invoices,client_avg_invoice,client_avg_delay,client_late_rate,client_late_count,Invoice_Amount,Tenure_Years,Prev_Late_Count,Credit_Days,Invoice_ID,Client_ID,Client_Name,Industry,Province,Is_Late
0.2681,0.0,1.847,13111.0,0,0,1,0,1,1,0,0,1,1,1,2,281,0,0.4259,3,2,0.0,0.251281,0,0.1388,5,716400.0,44.6,0.4,2,590000,6.95,0,45,HAA-00676,NP0166,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,1
0.4414,0.4,1.36,63833.0,0,0,0,0,0,1,1,0,1,0,2,2,237,0,0.4579,2,2,0.8828,0.8768785,0,0.3199,3,1035333.33,80.67,0.67,2,1915000,3.87,2,30,HAA-00677,NP0083,Bhaktapur Builders,Construction,Lumbini,1
0.3472,0.4,0.348,20267.0,0,0,0,0,1,0,0,0,0,0,3,3,145,0,0.1917,2,2,0.6944,0.11655360000000001,0,0.2478,5,562200.0,35.8,0.2,1,608000,5.96,2,30,HAA-00678,NP0136,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Madhesh,0
0.2878,0.2,1.0,8433.0,0,0,0,0,1,1,0,0,0,1,3,3,128,1,0.2553,2,1,0.2878,0.0645909,0,0.1786,5,537200.0,64.4,0.6,3,253000,5.32,1,30,HAA-00679,NP0109,Bagmati Agri Export,Agriculture,Lumbini,1
0.3937,0.6,1.418,44378.0,0,1,0,1,0,1,1,0,0,1,1,1,314,0,0.4579,0,2,1.1811,0.9144263,0,0.4803,5,1327800.0,25.0,0.2,1,1997000,0.44,3,45,HAA-00680,NP0065,Pokhara Construction Co.,Construction,Gandaki,0
0.5207,0.6,0.983,46133.0,0,1,0,0,1,1,0,1,0,0,4,4,50,0,0.4579,3,2,1.5621,0.6337335999999999,3,0.5057,8,897375.0,33.5,0.25,2,1384000,8.9,3,30,HAA-00681,NP0086,Nepal Infrastructure Pvt. Ltd.,Construction,Madhesh,1
0.3721,0.2,1.479,46267.0,0,0,0,0,0,1,1,0,0,1,2,3,188,0,0.4579,0,3,0.3721,0.9533477999999999,0,0.236,9,949111.11,79.89,0.67,6,2082000,0.61,1,45,HAA-00682,NP0145,Pokhara Construction Co.,Construction,Koshi,1
0.6104,0.4,1.573,13267.0,0,0,0,0,1,1,0,0,0,1,2,3,186,0,0.2553,3,1,1.2208,0.10160940000000002,0,0.3131,3,406333.33,12.0,0.0,0,398000,8.72,2,30,HAA-00683,NP0071,Nepal Spices Pvt. Ltd.,Agriculture,Lumbini,0
0.2594,0.4,0.841,7333.0,0,0,0,0,1,0,0,1,0,1,4,4,24,1,0.1977,2,1,0.5188,0.065241,2,0.3314,3,800000.0,8.33,0.0,0,330000,5.06,2,45,HAA-00684,NP0045,Kathmandu Tech Hub,Services & IT,Bagmati,0
0.5929,0.4,0.696,21778.0,0,0,0,0,1,1,0,0,0,1,2,3,181,0,0.4579,3,2,1.1858,0.448742,0,0.3502,5,808000.0,56.4,0.4,2,980000,8.68,2,45,HAA-00685,NP0132,Kathmandu Nirman Pvt. Ltd.,Construction,Bagmati,1
0.3852,0.4,1.522,71433.0,0,0,0,0,0,1,1,0,0,1,1,1,317,1,0.4579,1,3,0.7704,0.9812796999999999,0,0.3086,4,902250.0,10.0,0.0,0,2143000,1.25,2,30,HAA-00686,NP0036,Kathmandu Nirman Pvt. Ltd.,Construction,Koshi,0
0.354,0.4,1.206,19133.0,0,0,0,0,0,1,0,0,1,0,1,2,255,1,0.3615,2,2,0.708,0.31125149999999996,0,0.2831,3,792666.67,50.33,0.33,1,861000,4.54,2,45,HAA-00687,NP0070,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Madhesh,1
0.2524,0.4,0.329,7833.0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0.3615,1,1,0.5048,0.08495249999999999,0,0.2628,3,734333.33,54.0,0.33,1,235000,1.73,2,30,HAA-00688,NP0159,Nepal Trade House,Trading & Import,Bagmati,1
0.5229,0.4,0.251,6100.0,0,0,0,0,0,0,0,0,0,1,1,1,309,0,0.2708,0,1,1.0458,0.049556399999999994,0,0.2987,4,466250.0,30.0,0.25,1,183000,0.7,2,30,HAA-00689,NP0019,Butwal Steel Industries,Manufacturing,Gandaki,0
0.56,0.2,1.032,24567.0,0,0,0,0,1,1,0,0,0,1,2,2,205,1,0.3615,2,2,0.56,0.2664255,0,0.2543,6,489833.33,55.5,0.5,3,737000,5.65,1,30,HAA-00690,NP0189,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Bagmati,0
0.657,0.0,1.847,13111.0,0,0,1,0,0,1,0,0,0,1,3,3,136,1,0.4259,1,2,0.0,0.251281,0,0.2166,4,896750.0,101.25,0.75,3,590000,2.07,0,45,HAA-00691,NP0108,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Koshi,1
0.5295,0.0,1.472,17517.0,0,0,1,0,1,1,0,0,0,1,3,3,124,0,0.3615,2,2,0.0,0.37993649999999995,0,0.1782,3,1055000.0,6.67,0.0,0,1051000,5.39,0,60,HAA-00692,NP0182,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Bagmati,0
0.4955,0.0,1.197,46511.0,0,0,1,0,0,0,1,0,0,0,1,1,318,1,0.1917,1,3,0.0,0.40122810000000003,0,0.1374,4,1161750.0,59.5,0.5,2,2093000,1.23,0,45,HAA-00693,NP0167,Tamor Power Pvt. Ltd.,Hydropower,Bagmati,0
0.3252,0.2,0.362,4133.0,0,0,0,0,0,0,0,0,0,0,3,3,137,0,0.12,2,1,0.3252,0.02232,0,0.159,2,730000.0,12.0,0.0,0,186000,3.15,1,45,HAA-00694,NP0091,Prabhu Capital Ltd.,Banking & Finance,Bagmati,0
0.488,0.2,0.568,4956.0,0,0,0,0,1,0,0,0,0,1,2,3,179,0,0.1977,3,1,0.488,0.0440871,0,0.2071,9,613555.56,41.0,0.33,3,223000,7.09,1,45,HAA-00695,NP0090,Kathmandu Tech Hub,Services & IT,Lumbini,0
0.6445,0.4,1.521,36200.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.3615,2,2,1.289,0.392589,0,0.3412,4,466250.0,30.0,0.25,1,1086000,4.07,2,30,HAA-00696,NP0019,Nepal Trade House,Trading & Import,Gandaki,0
0.2803,0.2,0.509,6200.0,0,0,0,0,1,0,0,0,1,0,1,2,246,0,0.2708,2,1,0.2803,0.1007376,0,0.1802,7,822142.86,49.71,0.43,3,372000,5.74,1,60,HAA-00697,NP0039,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.4139,0.0,0.606,7933.0,0,0,1,0,1,0,0,0,0,1,2,2,205,1,0.1977,2,1,0.0,0.04705259999999999,0,0.1223,5,799800.0,30.0,0.2,1,238000,5.92,0,30,HAA-00698,NP0126,Digital Yatra Pvt. Ltd.,Services & IT,Sudurpashchim,0
0.4195,0.2,0.35,4167.0,0,0,0,0,1,1,0,0,0,0,2,3,151,0,0.3615,3,1,0.4195,0.090375,0,0.2262,4,914000.0,8.0,0.0,0,250000,7.63,1,60,HAA-00699,NP0195,Everest Imports Pvt. Ltd.,Trading & Import,Bagmati,0
0.4432,0.2,1.198,13689.0,0,0,0,0,0,0,0,0,0,1,2,3,177,1,0.12,2,2,0.4432,0.07392,0,0.1826,5,678000.0,18.4,0.2,1,616000,3.09,1,45,HAA-00700,NP0173,Prabhu Capital Ltd.,Banking & Finance,Gandaki,0
0.2539,0.2,1.614,62733.0,0,0,0,0,1,0,1,1,0,1,3,4,76,0,0.1917,3,3,0.2539,0.5411691000000001,1,0.2591,5,973800.0,87.2,0.6,3,2823000,6.26,1,45,HAA-00701,NP0141,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Sudurpashchim,1
0.5195,0.4,0.564,21933.0,0,0,0,0,1,0,0,0,1,0,2,2,241,1,0.1917,3,2,1.039,0.1892079,0,0.2822,5,799800.0,30.0,0.2,1,987000,8.66,2,45,HAA-00702,NP0126,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Gandaki,0
0.2671,0.4,0.866,7300.0,0,0,0,0,1,1,0,0,1,0,2,2,254,1,0.2553,3,1,0.5342,0.05591070000000001,0,0.2445,9,710222.22,52.78,0.33,3,219000,6.64,2,30,HAA-00703,NP0058,Bagmati Agri Export,Agriculture,Lumbini,0
0.2906,0.4,1.141,18111.0,0,0,0,0,0,1,0,1,0,0,4,4,53,0,0.3615,2,2,0.5812,0.29462249999999995,2,0.3704,5,801600.0,38.4,0.2,1,815000,4.54,2,45,HAA-00704,NP0148,Nepal Trade House,Trading & Import,Bagmati,0
0.5913,0.4,1.615,75800.0,0,0,0,0,1,1,1,0,0,0,3,3,152,0,0.4579,2,3,1.1826,1.0412645999999999,0,0.3498,5,1188600.0,81.8,0.8,4,2274000,5.77,2,30,HAA-00705,NP0200,Bhaktapur Builders,Construction,Koshi,1
0.252,0.4,0.309,3533.0,0,0,0,0,1,0,0,0,0,1,2,3,168,0,0.12,3,1,0.504,0.01908,0,0.2144,3,672666.67,35.33,0.33,1,159000,6.72,2,45,HAA-00706,NP0061,Goodwill Finance Co.,Banking & Finance,Gandaki,0
0.4591,0.6,0.929,14733.0,0,1,0,0,1,1,0,0,1,1,1,2,258,0,0.3615,2,2,1.3773,0.2396745,0,0.3741,3,684000.0,12.0,0.0,0,663000,5.61,3,45,HAA-00707,NP0127,Everest Imports Pvt. Ltd.,Trading & Import,Madhesh,0
0.5727,1.0,0.707,16600.0,0,1,0,1,0,1,0,0,1,0,1,2,236,0,0.4579,0,2,2.8635,0.4560684,0,0.6561,4,1048500.0,59.75,0.5,2,996000,0.4,5,60,HAA-00708,NP0105,Kathmandu Nirman Pvt. Ltd.,Construction,Bagmati,1
0.2798,0.4,1.455,8178.0,0,0,0,0,0,1,0,0,0,1,1,1,316,0,0.2553,1,1,0.5596,0.0939504,0,0.247,4,1161750.0,59.5,0.5,2,368000,1.95,2,45,HAA-00709,NP0167,Nepal Spices Pvt. Ltd.,Agriculture,Gandaki,0
0.3061,0.4,0.894,21267.0,0,0,0,0,1,1,0,0,0,1,1,1,301,0,0.3615,3,2,0.6122,0.230637,0,0.2735,6,493666.67,56.67,0.5,3,638000,7.34,2,30,HAA-00710,NP0001,Everest Imports Pvt. Ltd.,Trading & Import,Koshi,0
0.3283,0.4,0.334,4367.0,0,0,0,0,0,0,0,0,0,1,3,3,131,0,0.1977,1,1,0.6566,0.0258987,0,0.2452,6,592666.67,26.5,0.17,1,131000,2.64,2,30,HAA-00711,NP0131,Digital Yatra Pvt. Ltd.,Services & IT,Karnali,0
0.5292,0.2,1.34,21756.0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0.2708,3,2,0.5292,0.2651132,0,0.23,7,800428.57,47.29,0.29,2,979000,6.65,1,45,HAA-00712,NP0092,Nepal Cement Udyog,Manufacturing,Bagmati,1
0.3709,0.6,1.591,38733.0,0,1,0,0,0,0,0,0,1,0,2,2,230,0,0.2708,2,2,1.1127,0.31466959999999994,0,0.3383,13,810153.85,39.08,0.31,4,1162000,3.51,3,30,HAA-00713,NP0190,Butwal Steel Industries,Manufacturing,Madhesh,0
0.2895,0.6,0.178,4333.0,0,1,0,0,0,0,0,0,0,1,2,2,215,0,0.2708,2,1,0.8684999999999999,0.035204,0,0.3221,7,646714.29,54.14,0.43,3,130000,4.82,3,30,HAA-00714,NP0191,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.4427,0.0,1.481,43183.0,0,0,1,0,0,0,1,0,1,1,1,2,262,1,0.1917,0,3,0.0,0.49669470000000004,0,0.1269,10,918900.0,42.9,0.3,3,2591000,0.84,0,60,HAA-00715,NP0113,Seti River Power Co.,Hydropower,Lumbini,0
0.4387,0.4,0.456,3978.0,0,0,0,0,0,0,0,0,0,1,2,3,178,1,0.1977,1,1,0.8774,0.0353883,0,0.2673,5,536800.0,23.6,0.2,1,179000,1.84,2,45,HAA-00716,NP0153,Digital Yatra Pvt. Ltd.,Services & IT,Bagmati,0
0.6629,0.0,1.052,9178.0,0,0,1,0,1,0,0,0,0,1,1,1,306,0,0.1977,3,1,0.0,0.08165009999999999,0,0.1721,2,344500.0,53.5,0.5,1,413000,8.63,0,45,HAA-00717,NP0056,Nepal Data Solutions,Services & IT,Lumbini,0
0.5166,0.0,0.938,22833.0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0.2708,3,2,0.0,0.185498,0,0.1575,11,1313545.45,69.09,0.64,7,685000,8.04,0,30,HAA-00718,NP0161,Nepal Cement Udyog,Manufacturing,Gandaki,1
0.2711,0.0,1.267,14467.0,0,0,1,0,1,0,0,1,0,0,3,4,74,0,0.12,2,2,0.0,0.07812,0,0.1782,5,716400.0,44.6,0.4,2,651000,5.96,0,45,HAA-00719,NP0166,Kumari Bank Ltd.,Banking & Finance,Bagmati,0
0.3839,0.0,0.856,20833.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.2708,2,2,0.0,0.16924999999999998,0,0.1309,8,628000.0,21.5,0.25,2,625000,4.27,0,30,HAA-00720,NP0117,Butwal Steel Industries,Manufacturing,Bagmati,0
0.2525,0.6,1.737,12333.0,0,1,0,0,1,1,0,0,0,1,4,1,0,0,0.4259,3,2,0.7575000000000001,0.23637450000000002,0,0.3457,4,442500.0,54.75,0.5,2,555000,6.16,3,45,HAA-00721,NP0134,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Bagmati,0
0.4017,0.8,1.217,57133.0,0,1,0,0,1,1,1,0,0,0,3,3,162,0,0.4579,2,2,1.6068,0.7848405999999999,0,0.4519,9,710222.22,52.78,0.33,3,1714000,5.66,4,30,HAA-00722,NP0058,Nepal Infrastructure Pvt. Ltd.,Construction,Sudurpashchim,1
0.3041,0.2,1.365,16617.0,0,0,0,0,1,0,0,0,0,1,3,3,115,1,0.2708,2,2,0.3041,0.2699876,0,0.185,4,562500.0,13.0,0.0,0,997000,5.22,1,60,HAA-00723,NP0044,Nepal Cement Udyog,Manufacturing,Karnali,0
0.4535,0.0,1.637,39867.0,0,0,1,0,0,0,0,0,1,1,1,2,265,0,0.2708,0,2,0.0,0.32387679999999996,0,0.1449,5,678000.0,18.4,0.2,1,1196000,0.77,0,30,HAA-00724,NP0173,Butwal Steel Industries,Manufacturing,Koshi,0
0.4149,0.0,1.319,22600.0,0,0,1,0,1,0,0,0,0,1,2,3,166,0,0.12,2,2,0.0,0.08136,0,0.107,8,879250.0,26.0,0.25,2,678000,5.79,0,30,HAA-00725,NP0160,NMB Finance,Banking & Finance,Bagmati,0
0.5068,0.2,0.235,1667.0,0,0,0,0,1,1,0,0,0,1,4,1,0,0,0.4259,3,0,0.5068,0.0319425,0,0.2565,5,678000.0,18.4,0.2,1,75000,6.98,1,45,HAA-00726,NP0173,Sagarmatha Trekking Co.,Tourism & Hotels,Gandaki,1
0.4224,0.4,0.766,12156.0,0,0,0,0,1,1,0,0,0,1,1,1,301,0,0.3615,3,2,0.8448,0.1977405,0,0.2968,3,672666.67,35.33,0.33,1,547000,8.95,2,45,HAA-00727,NP0061,Nepal Trade House,Trading & Import,Koshi,1
0.3486,0.2,1.608,38267.0,0,0,0,1,0,1,0,1,0,1,4,4,19,0,0.3615,0,2,0.3486,0.4150019999999999,1,0.412,6,782166.67,39.83,0.33,2,1148000,0.35,1,30,HAA-00728,NP0047,Himalayan Traders Pvt. Ltd.,Trading & Import,Karnali,1
0.2515,0.6,0.394,2800.0,0,1,0,0,1,1,0,0,0,1,2,3,195,0,0.4259,3,1,0.7545,0.0536634,0,0.3455,2,785500.0,4.0,0.0,0,126000,6.64,3,45,HAA-00729,NP0149,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Gandaki,0
0.3164,0.4,1.227,57600.0,0,0,0,0,1,1,1,0,0,1,4,1,6,0,0.4579,2,2,0.6328,0.7912511999999999,0,0.2949,3,1335333.33,70.67,0.67,2,1728000,5.25,2,30,HAA-00730,NP0080,Kathmandu Nirman Pvt. Ltd.,Construction,Madhesh,1
0.5005,0.0,1.966,23933.0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0.2708,2,2,0.0,0.38886879999999996,0,0.1543,6,1135500.0,21.0,0.17,1,1436000,4.05,0,60,HAA-00731,NP0118,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Karnali,1
0.6204,0.2,0.216,5067.0,0,0,0,0,0,1,0,1,0,0,3,4,60,0,0.4579,1,1,0.6204,0.13920159999999998,1,0.3857,7,589714.29,68.86,0.71,5,304000,1.37,1,60,HAA-00732,NP0164,Bhaktapur Builders,Construction,Madhesh,1
0.5505,0.0,1.399,14900.0,0,0,1,0,0,1,0,1,0,1,3,4,92,0,0.4259,2,1,0.0,0.1903773,0,0.2953,9,907777.78,17.22,0.11,1,447000,3.83,0,30,HAA-00733,NP0147,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Bagmati,0
0.3441,0.2,1.034,12583.0,0,0,0,0,0,0,0,0,0,0,2,3,139,0,0.2708,2,2,0.3441,0.204454,0,0.193,2,724500.0,74.0,0.5,1,755000,3.35,1,60,HAA-00734,NP0020,Biratnagar Textile Mills,Manufacturing,Bagmati,1
0.293,0.0,1.046,61000.0,0,0,1,0,0,0,1,1,0,1,4,4,30,1,0.1917,1,2,0.0,0.35081100000000004,0,0.1969,5,1392000.0,40.4,0.4,2,1830000,2.9,0,30,HAA-00735,NP0185,Tamor Power Pvt. Ltd.,Hydropower,Gandaki,0
0.2594,0.4,0.322,3433.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0.4259,3,1,0.5188,0.043867699999999996,0,0.2771,5,720600.0,49.4,0.4,2,103000,6.65,2,30,HAA-00736,NP0146,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Lumbini,1
0.6499,0.6,0.202,4733.0,0,1,0,0,1,1,0,1,0,1,4,4,22,0,0.4579,3,1,1.9497,0.13004359999999998,3,0.5316,6,782166.67,39.83,0.33,2,284000,6.38,3,60,HAA-00737,NP0047,Bhaktapur Builders,Construction,Bagmati,0
0.3563,0.4,1.241,10822.0,0,0,0,0,1,0,0,1,0,1,3,4,92,0,0.1977,2,1,0.7126,0.09627989999999999,2,0.3508,4,1023250.0,10.5,0.0,0,487000,5.4,2,45,HAA-00738,NP0049,Digital Yatra Pvt. Ltd.,Services & IT,Bagmati,0
0.3734,0.4,1.653,17600.0,0,0,0,0,1,1,0,0,0,1,3,3,113,0,0.4259,3,2,0.7468,0.2248752,0,0.2999,3,740666.67,45.67,0.33,1,528000,8.46,2,30,HAA-00739,NP0014,Pokhara Resort & Spa,Tourism & Hotels,Koshi,0
0.3185,0.4,1.374,32700.0,0,0,0,0,0,1,0,1,0,1,4,4,24,1,0.3615,2,2,0.637,0.3546315,2,0.376,3,632000.0,53.33,0.33,1,981000,3.31,2,30,HAA-00740,NP0143,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Gandaki,0
0.3449,0.2,1.0,23800.0,0,0,0,0,0,1,0,0,0,0,3,3,137,0,0.3615,1,2,0.3449,0.258111,0,0.2113,3,734333.33,54.0,0.33,1,714000,2.38,1,30,HAA-00741,NP0159,Everest Imports Pvt. Ltd.,Trading & Import,Bagmati,0
0.3109,0.6,0.304,3617.0,0,1,0,0,1,1,0,0,0,1,4,1,11,0,0.3615,2,1,0.9327000000000001,0.0784455,0,0.3445,6,493666.67,56.67,0.5,3,217000,5.99,3,60,HAA-00742,NP0001,Nepal Trade House,Trading & Import,Lumbini,1
0.318,0.6,1.155,54200.0,0,1,0,0,0,1,1,0,0,0,3,3,149,1,0.4579,1,2,0.954,0.7445453999999999,0,0.3652,8,628000.0,21.5,0.25,2,1626000,1.99,3,30,HAA-00743,NP0117,Nepal Infrastructure Pvt. Ltd.,Construction,Lumbini,0
0.5577,0.0,0.522,30433.0,0,0,1,0,0,0,0,0,0,1,1,1,312,0,0.1917,2,2,0.0,0.1750221,0,0.1499,9,511888.89,40.67,0.33,3,913000,3.01,0,30,HAA-00744,NP0054,Seti River Power Co.,Hydropower,Koshi,0
0.2858,0.0,1.848,45000.0,0,0,1,0,0,0,0,0,0,1,2,3,194,0,0.2708,1,2,0.0,0.36558,0,0.1113,6,1135500.0,21.0,0.17,1,1350000,2.22,0,30,HAA-00745,NP0118,Butwal Steel Industries,Manufacturing,Bagmati,0
0.553,0.2,1.681,17900.0,0,0,0,0,0,1,0,0,0,1,2,3,172,0,0.4259,0,2,0.553,0.2287083,0,0.2658,5,416400.0,40.8,0.4,2,537000,0.86,1,30,HAA-00746,NP0003,Sagarmatha Trekking Co.,Tourism & Hotels,Koshi,0
0.308,0.4,1.261,30000.0,0,0,0,0,1,1,0,0,1,1,1,2,283,1,0.3615,3,2,0.616,0.32535,0,0.2739,9,871555.56,15.78,0.11,1,900000,7.49,2,30,HAA-00747,NP0144,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Lumbini,0
0.3936,0.6,1.881,20033.0,0,1,0,0,0,1,0,0,0,1,1,1,297,1,0.4259,1,2,1.1808,0.25596589999999997,0,0.3739,5,1392000.0,40.4,0.4,2,601000,2.48,3,30,HAA-00748,NP0185,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,1
0.359,0.0,0.196,4667.0,0,0,1,0,0,1,0,0,0,0,3,3,139,0,0.3615,2,1,0.0,0.05061,0,0.1441,7,390571.43,39.43,0.29,2,140000,4.39,0,30,HAA-00749,NP0012,Everest Imports Pvt. Ltd.,Trading & Import,Koshi,0
0.2661,0.6,1.496,15933.0,0,1,0,0,0,1,0,0,0,1,1,1,303,1,0.4259,0,1,0.7983,0.2035802,0,0.3484,4,874000.0,67.75,0.5,2,478000,0.63,3,30,HAA-00750,NP0074,Sagarmatha Trekking Co.,Tourism & Hotels,Gandaki,1
0.2685,0.4,0.665,7917.0,0,0,0,0,1,1,0,0,0,1,2,3,194,0,0.3615,3,1,0.537,0.1717125,0,0.266,3,616000.0,43.67,0.33,1,475000,6.37,2,60,HAA-00751,NP0016,Himalayan Traders Pvt. Ltd.,Trading & Import,Bagmati,1
0.2821,0.2,1.556,26667.0,0,0,0,0,0,0,0,1,0,0,4,4,63,0,0.12,2,2,0.2821,0.096,1,0.2504,5,1188600.0,81.8,0.8,4,800000,3.14,1,30,HAA-00752,NP0200,NMB Finance,Banking & Finance,Gandaki,0
0.3604,0.2,0.566,8978.0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.3615,3,1,0.3604,0.146046,0,0.2144,2,1618000.0,123.0,1.0,2,404000,6.77,1,45,HAA-00753,NP0102,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Bagmati,1
0.2993,0.2,1.241,6978.0,0,0,0,0,0,1,0,1,0,0,4,4,57,0,0.2553,2,1,0.2993,0.0801642,1,0.2809,9,834333.33,49.67,0.33,3,314000,3.86,1,45,HAA-00754,NP0152,Terai Agro Industries,Agriculture,Bagmati,0
0.3594,0.8,1.753,9333.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.4259,1,2,1.4376,0.23850400000000002,0,0.4371,1,560000.0,113.0,1.0,1,560000,1.96,4,60,HAA-00755,NP0156,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Madhesh,1
0.272,0.2,0.21,1800.0,0,0,0,0,0,0,0,1,0,0,3,4,50,0,0.12,2,1,0.272,0.01296,1,0.2484,8,628000.0,21.5,0.25,2,108000,4.74,1,60,HAA-00756,NP0117,NMB Finance,Banking & Finance,Bagmati,0
0.3988,0.2,0.903,22000.0,0,0,0,0,0,0,0,0,1,0,2,2,227,1,0.2708,1,2,0.3988,0.178728,0,0.2039,6,790666.67,26.17,0.17,1,660000,1.39,1,30,HAA-00757,NP0008,Nepal Cement Udyog,Manufacturing,Karnali,0
0.2548,0.8,1.265,59367.0,0,1,0,0,0,1,1,1,0,1,3,4,89,0,0.4579,2,2,1.0192,0.8155199,4,0.5225,5,1039800.0,43.2,0.4,2,1781000,4.1,4,30,HAA-00758,NP0122,Kathmandu Nirman Pvt. Ltd.,Construction,Lumbini,1
0.261,0.6,0.81,38033.0,0,1,0,0,0,1,0,1,0,1,3,4,78,0,0.4579,2,2,0.783,0.5224639,3,0.4538,7,800428.57,47.29,0.29,2,1141000,3.03,3,30,HAA-00759,NP0092,Kathmandu Nirman Pvt. Ltd.,Construction,Bagmati,0
0.298,0.4,0.651,6933.0,0,0,0,0,1,1,0,0,0,1,2,2,199,1,0.4259,3,1,0.596,0.08858719999999999,0,0.2848,7,589714.29,68.86,0.71,5,208000,8.23,2,30,HAA-00760,NP0164,Sagarmatha Trekking Co.,Tourism & Hotels,Bagmati,1
0.4546,0.4,0.576,9356.0,0,0,0,0,0,0,0,0,0,1,1,1,313,0,0.2708,0,1,0.9092,0.11400679999999999,0,0.2851,9,613555.56,41.0,0.33,3,421000,0.78,2,45,HAA-00761,NP0090,Butwal Steel Industries,Manufacturing,Lumbini,1
0.5462,0.2,0.407,2889.0,0,0,0,0,1,1,0,1,0,0,3,4,63,0,0.4259,3,1,0.5462,0.055367,1,0.3644,5,562200.0,35.8,0.2,1,130000,6.32,1,45,HAA-00762,NP0136,Sagarmatha Trekking Co.,Tourism & Hotels,Lumbini,0
0.275,0.4,1.749,21300.0,0,0,0,0,0,0,0,0,0,1,1,1,297,1,0.2708,1,2,0.55,0.3460824,0,0.2492,6,1083833.33,11.33,0.0,0,1278000,1.85,2,60,HAA-00763,NP0186,Nepal Cement Udyog,Manufacturing,Bagmati,0
0.5227,0.4,1.049,24967.0,0,0,0,0,0,1,0,1,0,1,3,4,104,0,0.3615,2,2,1.0454,0.2707635,2,0.4168,5,501400.0,7.4,0.0,0,749000,3.04,2,30,HAA-00764,NP0060,Nepal Trade House,Trading & Import,Bagmati,0
0.2751,0.2,0.265,7717.0,0,0,0,0,0,0,0,0,1,0,1,2,245,0,0.1917,2,1,0.2751,0.0887571,0,0.1634,4,1027500.0,31.25,0.25,1,463000,3.89,1,60,HAA-00765,NP0178,Marsyangdi Energy Pvt. Ltd.,Hydropower,Koshi,0
0.3668,0.4,0.876,21333.0,0,0,0,0,1,0,0,0,0,1,3,3,128,1,0.2708,3,2,0.7336,0.173312,0,0.2675,7,751285.71,66.57,0.57,4,640000,8.2,2,30,HAA-00766,NP0028,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Bagmati,0
0.3974,0.4,0.849,20667.0,0,0,0,0,0,0,0,0,0,0,3,3,151,0,0.2708,1,2,0.7948,0.167896,0,0.2736,7,654000.0,12.29,0.0,0,620000,2.37,2,30,HAA-00767,NP0101,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Madhesh,0
0.266,0.0,0.428,7333.0,0,0,1,0,0,0,0,0,0,0,1,1,330,0,0.12,1,1,0.0,0.0264,0,0.0772,3,497000.0,57.67,0.33,1,220000,1.05,0,30,HAA-00768,NP0041,Goodwill Finance Co.,Banking & Finance,Lumbini,0
0.3322,0.2,0.782,24467.0,0,0,0,0,0,1,0,0,0,1,2,3,187,0,0.4579,2,2,0.3322,0.5041479,0,0.228,7,629857.14,76.86,0.86,6,1101000,3.04,1,45,HAA-00769,NP0192,Pokhara Construction Co.,Construction,Gandaki,1
0.3402,0.0,0.648,5467.0,0,0,1,0,0,1,0,0,0,1,3,3,115,1,0.2553,1,1,0.0,0.04186920000000001,0,0.1191,3,190333.33,7.67,0.0,0,164000,1.17,0,30,HAA-00770,NP0155,Terai Agro Industries,Agriculture,Bagmati,0
